  4.37072E-03  2.73467E+01  2.44324E+02  3.00001E+02  1.33333E+00
  4.43827E-03  2.65205E+01  2.34428E+02  3.00002E+02  1.33333E+00
  4.50687E-03  2.57190E+01  2.24982E+02  3.00003E+02  1.33333E+00
  4.57656E-03  2.49416E+01  2.15935E+02  3.00005E+02  1.33333E+00
  4.64734E-03  2.41875E+01  2.07253E+02  3.00006E+02  1.33333E+00
  4.71922E-03  2.34561E+01  1.98919E+02  3.00007E+02  1.33333E+00
  4.79224E-03  2.27466E+01  1.90918E+02  3.00008E+02  1.33333E+00
  4.86640E-03  2.20584E+01  1.83238E+02  3.00009E+02  1.33333E+00
  4.94173E-03  2.13909E+01  1.75865E+02  3.00010E+02  1.33333E+00
  5.01824E-03  2.07435E+01  1.68788E+02  3.00011E+02  1.33333E+00
  5.09595E-03  2.01155E+01  1.61994E+02  3.00013E+02  1.33333E+00
  5.17488E-03  1.95064E+01  1.55473E+02  3.00014E+02  1.33333E+00
  5.25505E-03  1.89157E+01  1.49214E+02  3.00015E+02  1.33333E+00
  5.33648E-03  1.83427E+01  1.43205E+02  3.00016E+02  1.33333E+00
  5.41919E-03  1.77870E+01  1.37437E+02  3.00017E+02  1.33333E+00
  5.50319E-03  1.72480E+01  1.31901E+02  3.00018E+02  1.33333E+00
  5.58852E-03  1.67253E+01  1.26587E+02  3.00019E+02  1.33333E+00
  5.67518E-03  1.62183E+01  1.21487E+02  3.00020E+02  1.33333E+00
  5.76320E-03  1.57265E+01  1.16591E+02  3.00021E+02  1.33333E+00
  5.85261E-03  1.52496E+01  1.11891E+02  3.00022E+02  1.33333E+00
  5.94341E-03  1.47871E+01  1.07381E+02  3.00023E+02  1.33333E+00
  6.03565E-03  1.43386E+01  1.03052E+02  3.00024E+02  1.33333E+00
  6.12933E-03  1.39035E+01  9.88963E+01  3.00025E+02  1.33333E+00
  6.22448E-03  1.34816E+01  9.49079E+01  3.00026E+02  1.33333E+00
  6.32113E-03  1.30724E+01  9.10799E+01  3.00027E+02  1.33333E+00
  6.41929E-03  1.26756E+01  8.74058E+01  3.00028E+02  1.33333E+00
  6.51899E-03  1.22908E+01  8.38794E+01  3.00029E+02  1.33333E+00
  6.62026E-03  1.19176E+01  8.04949E+01  3.00030E+02  1.33333E+00
  6.72312E-03  1.15557E+01  7.72465E+01  3.00031E+02  1.33333E+00
